SampleGroup,mRNA,RNAseq,Value
ER+,SQRDL_3,RAD23A_1,0.875307196750214
ER+,PGM2_3,ARPC1A_1,-0.874340434127115
ER+,CH25H_3,SNRPB_1,-0.872093919112875
ER+,CH25H_3,HNRNPA1L2_1,-0.867003007217852
ER+,CH25H_3,EIF3I_1,-0.866703122296758
ER+,HSD17B6_3,ATP5B_1,0.866590720393144
ER+,CH25H_3,COX5A_1,-0.866395328309979
ER+,CH25H_3,SOD1_1,-0.864753565391654
ER+,RDH16_3,TRA2B_1,0.862438590077947
ER+,HSD17B6_3,ATG3_1,0.86148953085767
ER+,CH25H_3,EIF3C_1,-0.860828110036003
ER+,CH25H_3,EXOSC2_1,-0.860370722024935
ER+,CH25H_3,BUD31_1,-0.859270459612373
ER+,CH25H_3,COX8A_1,-0.858839914881986
ER+,SQRDL_3,FTH1_1,0.856775164772458
ER+,CH25H_3,UQCRC1_1,-0.856169434077569
ER+,CH25H_3,SNRPG_1,-0.855606393629292
ER+,HSD17B6_3,COX7C_1,0.85493124089662
ER+,CH25H_3,PGK1_1,-0.851523428343976
ER+,CH25H_3,YWHAE_1,-0.846100738114471
ER+,CH25H_3,PIGY_1,-0.84335143964123
ER+,PGM2_3,WIPI2_1,-0.839984417346837
ER+,CH25H_3,EPN1_1,-0.839053939535602
ER+,CH25H_3,CAPZB_1,-0.8385443804485
ER+,CH25H_3,UBA1_1,-0.834645583892757
ER+,PTPLAD2_3,ATP5G3_1,0.834427488536271
ER+,CH25H_3,STUB1_1,-0.833683821711592
ER+,BDH2_3,FTH1_1,0.828400777967658
ER+,CH25H_3,ARPC2_1,-0.828165348422416
ER+,CH25H_3,GEMIN8_1,-0.820365464042981
ER+,CH25H_3,YARS_1,-0.816238527314554
ER+,CH25H_3,HSD17B10_1,-0.810370898201933
ER+,CH25H_3,DKC1_1,-0.807656022300168
ER+,CH25H_3,ATP5H_1,-0.805583262988318
ER+,CH25H_3,COX4I1_1,-0.803858989414307
ER+,CH25H_3,UBE2L3_1,-0.803451484015708
ER+,CH25H_3,SHFM1_1,-0.797450343165008
ER+,CH25H_3,ATP5J2_1,-0.79616534221529
ER+,CH25H_3,PRDX5_1,-0.796051884813359
ER+,CYP7B1_3,HNRNPU_1,0.79579103452597
ER+,NNMT_3,COX7C_1,-0.79501123641853
ER+,CH25H_3,FARSB_1,-0.793056465476566
ER+,PTPLAD2_3,TRA2B_1,0.791420434813551
ER+,CH25H_3,WARS_1,-0.789864284320046
ER+,GTF2A1_3,ATP5J_1,0.788752670967634
ER+,CH25H_3,NAPA_1,-0.787004856577997
ER+,CH25H_3,HIBADH_1,-0.78569561191406
ER+,CH25H_3,NOP58_1,-0.781748517698025
ER+,PTPLAD2_3,UQCRQ_1,-0.780591904900128
ER+,CYP7B1_3,RNF7_1,0.780271137076035
ER+,CH25H_3,PQBP1_1,-0.775779697287963
ER+,CH25H_3,TXNL4A_1,-0.775753682847789
ER+,PTPLAD2_3,ARF5_1,-0.769023082353368
ER+,CH25H_3,PDHA1_1,-0.767644417327018
ER+,PGM2_3,EIF3CL_1,-0.767495660921181
ER+,SQRDL_3,TRA2B_1,-0.767109038777539
ER+,CH25H_3,DNASE2_1,-0.764819917427379
ER+,CH25H_3,ELK1_1,-0.759571313397751
ER+,CH25H_3,FIS1_1,-0.758016448789372
ER+,RDH16_3,SNRPA_1,0.756970447618947
ER+,CH25H_3,TCOF1_1,-0.756258509313814
ER+,MMP2_3,COX7A2L_1,-0.756037320045506
ER+,CH25H_3,ALDOA_1,-0.755619751353758
ER+,CH25H_3,EIF1AX_1,-0.750605444451359
ER+,CH25H_3,COX6B1_1,-0.7495720283855
ER+,CH25H_3,U2AF1_1,-0.748323123324975
ER+,RETSAT_3,TRA2B_1,0.746005367067379
ER+,CYP7B1_3,TOMM7_1,0.740913425976785
ER+,HSD17B6_3,HNRNPK_1,0.740673477083557
ER+,CH25H_3,ARPC5L_1,-0.737786124255032
ER+,CYP7B1_3,PARP2_1,-0.733326186861624
ER+,CH25H_3,TUBA1B_1,-0.726493151620515
ER+,CH25H_3,UQCR10_1,-0.72463161634382
ER+,CH25H_3,NOP10_1,-0.723147187731086
ER+,SQRDL_3,HNRNPK_1,0.721815743291876
ER+,CH25H_3,NPRL2_1,-0.721158623601971
ER+,CH25H_3,SDHB_1,-0.718378133150389
ER+,CH25H_3,PEX13_1,-0.716832232478012
ER+,CH25H_3,CWC15_1,-0.71219565997548
ER+,SQRDL_3,PABPN1_1,0.710889637955131
ER+,PGM2_3,UQCRQ_1,-0.708079410807616
ER+,CH25H_3,COX5B_1,-0.70159424052043
ER+,CH25H_3,CNOT3_1,-0.697001019461852
ER+,CH25H_3,UQCRQ_1,-0.694879025067765
ER+,CH25H_3,SNRPD3_1,-0.693591597082005
ER+,CH25H_3,AP1S1_1,-0.69188762478384
ER+,CH25H_3,CDC34_1,-0.687927219000529
ER+,CYP7B1_3,RARS_1,0.67664821506575
ER+,CH25H_3,RNASEH2C_1,-0.676275560817181
ER+,RAD23A_3,RAD23A_1,0.67180340608969
ER+,PTPLAD2_3,EIF1_1,0.668822954214441
ER+,SQRDL_3,HNRNPC_1,0.659602498085856
ER+,CH25H_3,EIF5B_1,-0.657185670910287
ER+,RDH16_3,ALDOA_1,0.654899083212046
ER+,SQRDL_3,ATP5O_1,0.653624985018979
ER+,RDH16_3,SNRPD2_1,0.652210067253061
ER+,CH25H_3,P2RX5_1,-0.651015140742025
ER+,PTPLAD2_3,ATP5A1_1,0.649634485753363
ER+,CH25H_3,HNRNPA3_1,-0.649143545159549
ER+,CH25H_3,ARHGDIA_1,-0.64451586754136
ER+,PTPLAD2_3,HNRNPC_1,0.644202263760735
ER+,CYP7B1_3,PGK1_1,0.640203980019827
ER+,SQRDL_3,ATP5E_1,0.638977854785651
ER+,PTPLAD2_3,CHMP4B_1,0.631443929182489
ER+,CH25H_3,GARS_1,-0.630899454755086
ER+,TAF4B_3,ATP5J_1,-0.630540800074239
ER+,CH25H_3,FUNDC1_1,-0.628427177463749
ER+,KCNN3_3,HNRNPA3_1,0.628102954582935
ER+,CH25H_3,MPV17L2_1,-0.624771434380572
ER+,CH25H_3,SNRNP70_1,-0.623091398586109
ER+,PTPLAD2_3,ALDOA_1,0.622836957105407
ER+,CH25H_3,ATP5C1_1,-0.620732460644327
ER+,CH25H_3,CIRH1A_1,-0.617081678717652
ER+,CH25H_3,GEMIN7_1,-0.616478068850423
ER+,CH25H_3,ATG12_1,-0.61519229170886
ER+,CH25H_3,CD63_1,-0.610083119658655
ER+,RETSAT_3,SNRPA_1,0.591691786820906
ER+,CH25H_3,EHD1_1,-0.590883328175391
ER+,HSD17B6_3,RAD23A_1,0.585862641984126
ER+,CH25H_3,HMGB1_1,-0.584060602650259
ER+,PTPLAD2_3,ATP5E_1,0.576254894285769
ER+,NNMT_3,RIOK2_1,-0.576191281235948
ER+,CH25H_3,TAF9_1,0.575065075400461
ER+,PGM2_3,ATP5B_1,-0.574298506773239
ER+,RDH16_3,TAF9_1,0.572237552942699
ER+,PTPLAD2_3,PGK1_1,0.566821548364246
ER+,CH25H_3,DCP2_1,-0.566313795483025
ER+,CH25H_3,RRAGA_1,-0.560228812021513
ER+,CH25H_3,MCAT_1,-0.558811179544497
ER+,CH25H_3,ARF5_1,-0.555080344346226
ER+,CH25H_3,FTL_1,-0.547737486663039
ER+,RDH16_3,ATP5B_1,0.545545078191
ER+,CH25H_3,ATP5G2_1,-0.543011516570729
ER+,GTF2A1_3,TAF9_1,0.535347221341475
ER+,PGM2_3,ARPC3_1,-0.535235872335064
ER+,NNMT_3,ARPC1A_1,0.533829046035439
ER+,HSD17B6_3,ATP5J_1,0.533372441387846
ER+,HSD17B6_3,ARPC3_1,0.532270747878212
ER+,PTPLAD2_3,UQCRH_1,0.529988829930176
ER+,PTPLAD2_3,DYNLL1_1,0.521209002323175
ER+,PTPLAD2_3,APEX1_1,0.52099752152163
ER+,PTPLAD2_3,SOD1_1,0.519552848511312
ER+,CH25H_3,SF3B2_1,-0.518854068077796
ER+,PTPLAD2_3,ARPC1A_1,0.507482028517328
ER+,CH25H_3,PARP2_1,0.503065486925662
ER+,PTPLAD2_3,HSP90B1_1,0.500680585311693
ER+,CH25H_3,UQCRC2_1,-0.495333671927051
ER+,PTPLAD2_3,EIF1AX_1,0.492773575729127
ER+,PTPLAD2_3,NAPA_1,0.491585157496527
ER+,PTPLAD2_3,SNRPD3_1,0.483547083255441
ER+,BDH2_3,EIF2S3_1,0.482233523502343
ER+,PTPLAD2_3,HMGB1_1,0.480659801736975
ER+,RDH16_3,HNRNPK_1,0.476464768349917
ER+,PGM2_3,COX7A2L_1,-0.473674808731768
ER+,PTPLAD2_3,ATP5H_1,0.473253308480864
ER+,TAF4B_3,UBE2M_1,-0.469804833014069
ER+,HSD17B6_3,RNF7_1,0.468986075818169
ER+,SQRDL_3,ATP5A1_1,0.465134281770652
ER+,RETSAT_3,SNRPD2_1,0.461333231311604
ER+,CH25H_3,UQCRB_1,-0.457937557910069
ER+,SQRDL_3,TAF9_1,0.457514436285863
ER+,PTPLAD2_3,EMG1_1,0.455276843730721
ER+,PTPLAD2_3,PRDX5_1,0.455140180876752
ER+,PTPLAD2_3,EIF3CL_1,0.452848757716727
ER+,HSD17B6_3,UQCRC2_1,0.452166604563791
ER+,PTPLAD2_3,COX7B_1,0.448155841508133
ER+,SQRDL_3,SNRPA_1,0.447590679789705
ER+,PTPLAD2_3,COX6B1_1,0.447074155916683
ER+,PTPLAD2_3,SF3B5_1,0.444120994508257
ER+,PTPLAD2_3,NARS_1,0.443312253467855
ER+,PTPLAD2_3,HNRNPA3_1,0.443227704665197
ER+,CH25H_3,HNRNPC_1,-0.439878853950624
ER+,PTPLAD2_3,GAPDH_1,0.437193141967562
ER+,PTPLAD2_3,UQCR10_1,0.434888188721799
ER+,PTPLAD2_3,SNRPD1_1,0.430503589293677
ER+,PTPLAD2_3,COX5B_1,0.429352364759371
ER+,PTPLAD2_3,YWHAE_1,0.428244749993387
ER+,PTPLAD2_3,PRDX1_1,0.42624186442192
ER+,PTPLAD2_3,ATP5L_1,0.426057584672514
ER+,PTPLAD2_3,GPI_1,0.421868779594572
ER+,HSD17B6_3,HSPA9_1,0.42160126175505
ER+,RDH16_3,UQCRQ_1,0.421283356891
ER+,PTPLAD2_3,WIPI2_1,0.421115942559965
ER+,PTPLAD2_3,UQCRB_1,0.420549970278201
ER+,ARHGDIB_3,ATP5B_1,-0.416289242214004
ER+,PTPLAD2_3,HNRNPA1_1,0.415249741677745
ER+,PTPLAD2_3,ARPC3_1,0.414841009355288
ER+,PTPLAD2_3,BUD31_1,0.414205880103984
ER+,PTPLAD2_3,EHD1_1,0.413736368176957
ER+,PTPLAD2_3,AP1S1_1,0.412904714210467
ER+,RAD23A_3,TRA2B_1,0.411328643173034
ER+,PTPLAD2_3,FIS1_1,0.405272311121368
ER+,CYP7B1_3,PABPN1_1,0.401297942842838
ER+,RETSAT_3,ATP5B_1,0.399875571504726
ER+,PTPLAD2_3,STUB1_1,0.396596328653653
ER+,CH25H_3,RARS_1,-0.393632170464843
ER+,PTPLAD2_3,RNASEH2C_1,0.391943921595899
ER+,PTPLAD2_3,EPN1_1,0.391870765080356
ER+,PTPLAD2_3,UQCRC1_1,0.386500374237457
ER+,PTPLAD2_3,HSD17B10_1,0.38585936724167
ER+,PTPLAD2_3,RNF7_1,0.383521306411832
ER+,PTPLAD2_3,ARPC2_1,0.382759832005085
ER+,CH25H_3,HNRNPA1_1,-0.381555469926856
ER+,PTPLAD2_3,UBE2L3_1,0.380308032661695
ER+,PTPLAD2_3,TUBA1C_1,0.379919962564829
ER+,PTPLAD2_3,NOP56_1,0.377080644392075
ER+,HSD17B6_3,ATP5L_1,0.37608895997285
ER+,PTPLAD2_3,TUBA1B_1,0.374639562813763
ER+,PTPLAD2_3,HSPD1_1,0.373620456325003
ER+,BDH2_3,HSPD1_1,0.373365287465114
ER+,PTPLAD2_3,TXNL4A_1,0.372422447131576
ER+,PTPLAD2_3,COX5A_1,0.371945523105233
ER+,PTPLAD2_3,DNASE2_1,0.370570876873381
ER+,PTPLAD2_3,EIF2S3_1,0.370418343486539
ER+,BDH2_3,COX5A_1,0.369232395642014
ER+,PTPLAD2_3,EIF3I_1,0.369107978541632
ER+,PTPLAD2_3,HIBADH_1,0.36525671744239
ER+,PTPLAD2_3,EIF3C_1,0.361345510189502
ER+,PTPLAD2_3,COX8A_1,0.360686329360469
ER+,CH25H_3,TAF10_1,0.358296368550656
ER+,HSD17B6_3,DCP2_1,0.357882085788931
ER+,NNMT_3,HSPA9_1,-0.356680308197377
ER+,PTPLAD2_3,COX6A1_1,-0.35319365866823
ER+,CH25H_3,RAD23A_1,-0.35115890615216
ER+,PTPLAD2_3,TRA2A_1,0.3489240001476
ER+,PTPLAD2_3,DKC1_1,0.348666420659836
ER+,HSD17B6_3,COX7A2L_1,0.347075849876811
ER+,CH25H_3,HSPA9_1,-0.345593446204654
ER+,CH25H_3,UQCRFS1_1,-0.345485765626277
ER+,PTPLAD2_3,SNRPA_1,0.345118266671219
ER+,PTPLAD2_3,PQBP1_1,0.343173150979274
ER+,PTPLAD2_3,COX7C_1,0.341795212659855
ER+,PGM2_3,COX7C_1,-0.341049265007145
ER+,SQRDL_3,TAF10_1,-0.339860961672579
ER+,PTPLAD2_3,SNRPB_1,0.338962556922853
ER+,PTPLAD2_3,YARS_1,0.337693195020983
ER+,RDH16_3,RAD23A_1,0.337160504018804
ER+,PTPLAD2_3,HNRNPU_1,0.333903109968064
ER+,NNMT_3,DCP2_1,-0.332366775822576
ER+,PTPLAD2_3,ATP5J2_1,0.330262776591454
ER+,CYP7B1_3,COX7C_1,0.329534740692508
ER+,CH25H_3,UBE2D2_1,-0.328657206810874
ER+,CH25H_3,VAMP8_1,-0.327301679823297
ER+,PTPLAD2_3,SDHB_1,0.322908043075173
ER+,PTPLAD2_3,COX4I1_1,0.320376504148899
ER+,PTPLAD2_3,GEMIN7_1,0.320314895112134
ER+,PTPLAD2_3,RRAGA_1,0.318729413795683
ER+,RETSAT_3,COX7A2L_1,0.318345206595919
ER+,PTPLAD2_3,ARPC5L_1,0.316792557794164
ER+,PTPLAD2_3,NOP58_1,0.314291643494958
ER+,CH25H_3,SNRPA_1,0.313504667371955
ER+,PTPLAD2_3,P2RX5_1,0.312570746436986
ER+,PTPLAD2_3,U2AF1_1,0.310687242912776
ER+,PTPLAD2_3,UQCRFS1_1,0.310155990662739
ER+,PTPLAD2_3,ARHGDIA_1,0.308743538387063
ER+,CH25H_3,ATP5L_1,-0.308504943032098
ER+,CH25H_3,ATP5B_1,-0.305714264917807
ER+,BDH2_3,TRA2B_1,-0.30243036644081
ER+,RETSAT_3,TAF9_1,0.302185814394034
ER+,PTPLAD2_3,PDHA1_1,0.301241943731415
ER+,RETSAT_3,HSPA9_1,0.300923048156031
ER+,PTPLAD2_3,MCAT_1,0.297928285564476
ER+,PTPLAD2_3,CAPZB_1,0.295461117362977
ER+,PTPLAD2_3,TCOF1_1,0.293231874894002
ER+,PTPLAD2_3,HNRNPK_1,0.291278062266052
ER+,RDH16_3,UQCRC2_1,0.29004159347351
ER+,PTPLAD2_3,CDC34_1,0.286611028373557
ER+,PTPLAD2_3,EIF6_1,0.285057010318325
ER+,PTPLAD2_3,TAF10_1,0.283792015693057
ER+,GTF2A1_3,UBE2M_1,0.282412899640672
ER+,CH25H_3,RBBP4_1,-0.277570318783621
ER+,PTPLAD2_3,SHFM1_1,0.277086946430641
ER+,PTPLAD2_3,ELK1_1,0.274129827285805
ER+,TAF4B_3,COX7C_1,-0.273967020395315
ER+,PTPLAD2_3,NOP10_1,0.273042882782372
ER+,BDH2_3,SNRPA_1,0.272935314087952
ER+,GTF2A1_3,UQCRQ_1,0.269707466049175
ER+,PTPLAD2_3,CWC15_1,0.26576212224917
ER+,PTPLAD2_3,FTH1_1,0.265559371193369
ER+,GTF2A1_3,ARPC3_1,0.261766208204547
ER+,CH25H_3,APEX1_1,-0.261328282807592
ER+,RETSAT_3,PARP2_1,-0.260429910699936
ER+,CYP7B1_3,TAF9_1,-0.259552866105687
ER+,PTPLAD2_3,PEX13_1,0.257319195338084
ER+,PTPLAD2_3,TOMM7_1,0.25701795035434
ER+,CH25H_3,COX7C_1,0.257014052575051
ER+,PTPLAD2_3,GARS_1,0.25627030244005
ER+,RDH16_3,RNF7_1,0.256033248820249
ER+,RETSAT_3,UQCRC2_1,0.251899178733463
ER+,RETSAT_3,ALDOA_1,-0.249639260304129
ER+,RDH16_3,HSPA9_1,0.248824265041057
ER+,PTPLAD2_3,FARSB_1,0.246016465915716
ER+,PTPLAD2_3,VAMP8_1,0.245213639825103
ER+,RDH16_3,PARP2_1,0.244153498439254
ER+,PTPLAD2_3,DCP2_1,0.242443094575842
ER+,PTPLAD2_3,SNRNP70_1,0.240104331701959
ER+,PTPLAD2_3,RAD23A_1,0.23728482788139
ER+,CH25H_3,PABPN1_1,-0.235245816607639
ER+,PTPLAD2_3,UBA1_1,0.234714821243192
ER+,TAF4B_3,UQCRQ_1,-0.231217179974073
ER+,PTPLAD2_3,UBE2D2_1,0.228625690378518
ER+,GTF2A1_3,COX7C_1,0.222632094892375
ER+,ST8SIA1_3,ATP5O_1,0.222451912752371
ER+,PTPLAD2_3,MPV17L2_1,0.219389565529361
ER+,CH25H_3,TOMM7_1,-0.218377948818273
ER+,NNMT_3,UBE2M_1,0.217634631742496
ER+,PTPLAD2_3,UQCRC2_1,0.216782000780828
ER+,RETSAT_3,UQCRQ_1,-0.204509263258755
ER+,RDH16_3,ATP5L_1,0.20441686113389
ER+,PTPLAD2_3,PARP2_1,-0.20046053706731
ER+,RETSAT_3,HNRNPK_1,0.197506130140439
ER+,PTPLAD2_3,ATP5G2_1,0.196944330328546
ER+,PTPLAD2_3,GGPS1_1,-0.195893375951633
ER+,CYP7B1_3,SH3GL1_1,0.195500845357701
ER+,CH25H_3,RNF7_1,-0.192148775468947
ER+,PTPLAD2_3,COX7A2L_1,0.191782855842189
ER+,RDH16_3,ATP5O_1,-0.190660506806076
ER+,CH25H_3,ATP5A1_1,-0.190402339824489
ER+,CH25H_3,SNRPD2_1,-0.189119667877724
ER+,RDH16_3,COX7C_1,0.188065700536923
ER+,RETSAT_3,COX7C_1,0.184658121254767
ER+,PTPLAD2_3,ATP5B_1,-0.184282177548407
ER+,SQRDL_3,SNRPD2_1,-0.169841454814622
ER+,PTPLAD2_3,RBBP4_1,0.169560244195296
ER+,CH25H_3,HNRNPU_1,-0.168853577194585
ER+,TAF4B_3,TRA2B_1,0.167647740427731
ER+,PTPLAD2_3,TAF9_1,0.163285804265837
ER+,CYP7B1_3,SNRPA_1,0.163094557636399
ER+,FUT5_3,HNRNPU_1,-0.162933763252466
ER+,CH25H_3,PRPF31_1,-0.157473663370483
ER+,KCNN3_3,HMGB1_1,-0.155007990204695
ER+,RETSAT_3,ATP5L_1,0.148887421529027
ER+,GTF2A1_3,ATP5L_1,0.148589379093578
ER+,UNG_3,SH3GL1_1,0.148459262130013
ER+,NNMT_3,GEMIN8_1,0.146113345478314
ER+,GTF2A1_3,PRPF31_1,-0.144799961483059
ER+,FUT5_3,ATP5A1_1,-0.143734805424501
ER+,PGM2_3,PABPN1_1,-0.132896198640779
ER+,PTPLAD2_3,KARS_1,-0.121898601695817
ER+,RDH16_3,ATG3_1,0.119617312741253
ER+,RETSAT_3,ARPC3_1,-0.117013991196325
ER+,CH25H_3,COX7A2L_1,-0.112233300192943
ER+,CYP7B1_3,TAF10_1,0.109310606436259
ER+,PTPLAD2_3,SNRPG_1,-0.108283764258371
ER+,FUT5_3,PARP2_1,-0.100575859995896
ER+,TAF4B_3,TAF9_1,0.0970215348063533
ER+,FUT5_3,APEX1_1,0.0955146784118435
ER+,CH25H_3,SH3GL1_1,0.0841277389657923
ER+,ST8SIA1_3,APEX1_1,0.0833362465518153
ER+,FUT5_3,ATP5O_1,0.074804190265912
ER+,HSD17B6_3,ATP5O_1,0.0746912871537622
ER+,PTPLAD2_3,FUCA2_1,-0.0740424513985683
ER+,PTPLAD2_3,SNRPD2_1,0.0735966359682341
ER+,RDH16_3,ARPC3_1,-0.0712286228820429
ER+,RDH16_3,COX7A2L_1,-0.0683334601912813
ER+,RETSAT_3,RAD23A_1,-0.0622635959529548
ER+,ST8SIA1_3,TAF10_1,0.0620316323977827
ER+,RETSAT_3,RNF7_1,0.0617878192315078
ER+,FUT5_3,TAF10_1,-0.0616884791901735
ER+,PTPLAD2_3,TBL3_1,0.0609481759235377
ER+,PTPLAD2_3,PABPN1_1,0.0606270624558246
ER+,ST8SIA1_3,HNRNPU_1,-0.0571851006033188
ER+,RETSAT_3,ATP5O_1,0.0559098583678068
ER+,FUT5_3,HNRNPC_1,0.0512626267967516
ER+,RDH16_3,ATP5J_1,0.0433278393907599
ER+,CH25H_3,RIOK2_1,0.0430018491106345
ER+,CH25H_3,HNRNPK_1,-0.0401252466985102
ER+,RETSAT_3,HNRNPA3_1,-0.0352019449011253
ER+,RDH16_3,HNRNPA3_1,0.0348234147115081
ER+,DCTN2_3,ATP5B_1,-0.0293525266026265
ER+,GTF2A1_3,RIOK2_1,-0.0257410166504962
ER+,TAF4B_3,ATP5L_1,-0.0236634330149619
ER+,TAF4B_3,ARPC3_1,0.0220198321476754
ER+,RETSAT_3,DCP2_1,-0.0135486036885674
ER+,ST8SIA1_3,PARP2_1,0.0114367268083773
ER+,RDH16_3,DCP2_1,0.0114192188274004
ER+,HSD17B6_3,HNRNPA3_1,0.0113483793193783
ER+,ST8SIA1_3,HNRNPC_1,-0.00505887064848189
